"pin","state","locs"
"815312","jharkhand","[24.07888_86.47072, 24.07888_86.47072, 24.10169_86.4923, 24.10169_86.4923, 24.14823_86.46452, 24.14823_86.46452, 24.1805_86.44097, 24.1805_86.44097, 24.18474_86.43727, 24.18474_86.43727, 24.22205_86.46547, 24.22205_86.46547, 24.23271_86.38942, 24.23271_86.38942, 24.28088_86.41491, 24.28088_86.41491, 24.29367_86.47791, 24.29367_86.47791, 24.30247_86.36279, 24.33057_86.34615, 24.33057_86.34615, 24.35564_86.30768, 24.35564_86.30768, 24.36735_86.42329, 24.36735_86.42329, 24.37664_86.3369, 24.3846_86.37148, 24.3846_86.37148]"
"815313","jharkhand","[24.13905_86.3391, 24.56528_85.93307, 24.56528_85.93307, 24.5653_85.93227, 24.5653_85.93227, 24.56533_85.93224, 24.56533_85.93224, 24.61559_85.91877, 24.61559_85.91877, 24.62222_85.88297, 24.62222_85.88297, 24.62228_85.88289, 24.62228_85.88289, 24.63912_85.80897, 24.63912_85.80897, 24.64019_85.88306, 24.64019_85.88306, 24.69875_85.95364]"
"815314","jharkhand","[24.42544_86.16755, 24.43879_86.09876, 24.43879_86.09876, 24.46319_86.0905, 24.46319_86.0905, 24.46479_86.07341, 24.46479_86.07341, 24.47136_86.24544, 24.47136_86.24544, 24.47689_86.12028, 24.47689_86.12028, 24.50395_86.09961, 24.51175_86.15478, 24.51175_86.15478, 24.51311_86.195, 24.51313_86.19472, 24.51313_86.19472, 24.58543_86.22678, 24.60238_86.22129, 24.60238_86.22129]"
"815315","jharkhand","[24.07861_85.47552, 24.17974_86.30223, 24.2748_86.14201, 24.36281_86.24615, 24.36281_86.24615, 24.39567_86.20746, 24.39567_86.20746, 24.40504_86.1426, 24.40504_86.1426, 24.41452_86.11285, 24.41452_86.11285, 24.43055_86.22378, 24.43055_86.22378, 24.56538_85.93372]"
"815316","jharkhand","[24.15409_86.163, 24.15409_86.163, 24.18707_86.1352, 24.18707_86.1352, 24.21099_86.25239, 24.21099_86.25239, 24.24783_86.08463, 24.24783_86.08463, 24.24946_86.18377, 24.24946_86.18377, 24.25709_86.05267, 24.25709_86.05267, 24.25923_86.2383, 24.25923_86.2383, 24.26527_86.13626, 24.26527_86.13626, 24.28257_86.26419, 24.28639_86.26431, 24.28639_86.26431, 24.29107_86.22753, 24.29107_86.22753, 24.29348_86.06685, 24.29348_86.06685, 24.40661_86.31988]"
"815317","jharkhand","[24.54591_86.09815, 24.54591_86.09815, 24.54949_85.96504, 24.54949_85.96504, 24.54958_85.9651, 24.54958_85.9651, 24.54961_85.9654, 24.56869_86.0587, 24.59187_86.03012, 24.59187_86.03012, 24.59336_86.03151, 24.60873_85.98599, 24.60873_85.98599, 24.60906_85.98797, 24.60906_85.98797, 24.62164_86.05305, 24.62164_86.05305, 24.65543_86.00796, 24.65543_86.00796, 26.45547_85.4196]"
"815318","jharkhand","[24.29811_86.13087, 24.28758_86.1079, 24.28758_86.1079, 24.29649_86.18213, 24.29649_86.18213, 24.29811_86.13087, 24.31894_86.20576, 24.31894_86.20576, 24.32847_86.05782, 24.32847_86.05782, 24.3391_86.08483, 24.34646_86.12061, 24.34646_86.12061, 24.36712_86.14847, 24.45081_86.11309, 24.3391_86.08483]"
"815351","jharkhand","[23.46261_86.80314, 23.8811_86.78663, 23.89704_86.74569, 23.91768_86.74679, 23.92752_86.87175, 23.9371_86.71696, 23.94143_86.82768, 23.95805_86.70958, 23.96377_86.7538, 23.96423_86.79669, 23.9913_86.70663, 23.99152_86.68336, 23.99481_86.96767, 23.99692_86.92203, 24.00014_86.83527, 24.00333_86.87075, 24.00396_86.98298, 24.0128_86.74258, 24.04045_86.82428, 24.04685_86.99514, 24.05935_86.93274, 24.06193_86.89649, 24.07788_86.82429, 24.08368_86.88787, 24.11288_86.87925, 24.12005_86.87228]"
"815353","jharkhand","[24.16547_86.58234, 24.24641_86.69908, 24.26861_86.64386, 24.27719_86.75482, 24.3529_86.5348]"
"815354","jharkhand","[23.83542_86.85516, 23.85467_86.88297, 23.86138_86.84539, 23.8835_86.94138, 23.89217_86.82047, 23.90648_86.84933, 23.93616_86.9147]"
"815355","jharkhand","[23.80332_87.13336, 23.86358_87.11827, 23.87037_87.08825, 23.8878_87.08008, 23.89944_87.00177, 23.9222_87.03494, 23.94548_87.10001, 23.94772_86.99952, 23.97103_87.06812, 23.97161_86.98319, 23.99302_87.07131, 24.00049_87.01429]"
"815357","jharkhand","[24.13293_86.819, 24.14906_86.80569, 24.16525_86.70342, 24.17516_86.82037, 24.6993_86.0203]"
"815359","jharkhand","[20.29079_79.97092, 23.86897_87.18135, 23.88519_87.23517, 23.89955_87.27547, 23.90548_87.21975, 23.91875_87.12525, 23.96042_87.18907, 23.9721_87.15974, 23.98577_87.2256, 23.99756_87.11649]"
"816101","jharkhand","[24.78492_87.79581, 24.78911_87.7778, 24.79597_87.79976, 24.80059_87.82743, 24.82026_87.85612, 24.83355_87.83931, 24.8364_87.8207, 24.85901_87.8103, 24.88395_87.88002, 24.88725_87.85732, 24.89102_87.7982, 24.89135_87.77485, 24.90303_87.87471, 24.90357_87.82318, 24.91084_87.7989, 24.92767_87.7808, 25.10201_87.73327]"
"816102","jharkhand","[24.75632_87.4459, 24.79051_87.47815, 24.79988_87.55175, 24.83568_87.57234, 24.84097_87.54627, 24.85156_87.56178, 24.86802_87.65699, 24.87197_87.60888, 24.87562_87.53711, 24.90989_87.52085, 24.91038_87.6728, 24.91606_87.58461, 24.96118_87.59001, 24.97847_87.52592, 25.03978_87.58938]"
"816103","jharkhand","[24.15962_87.67319, 24.1914_87.6081, 24.20771_87.64395, 24.21562_87.59798, 24.24706_87.57052, 24.25325_87.616, 24.26185_87.60528]"
"816104","jharkhand","[24.76343_87.73625, 24.61142_87.59578, 24.65137_87.61146, 24.68961_87.66378, 24.68971_87.66385, 24.69884_87.61961, 24.70716_87.70724, 24.7347_87.74342, 24.74484_87.62663]"
"816105","jharkhand","[24.75195_87.81853, 24.79196_87.86486, 24.80699_87.81161, 25.10201_87.73327, 24.6428_87.85451, 24.69189_87.84453]"
"816106","jharkhand","[25.35147_87.06061, 24.39606_87.781, 24.41738_87.71818, 24.41741_87.71829, 24.43006_87.6426, 24.43385_87.5985, 24.43425_87.77061, 24.43437_87.77059, 24.45572_87.76305, 24.46125_87.77815, 24.481_87.75911, 24.48537_87.69902, 24.50215_87.75446, 24.54748_87.80003, 24.57179_87.71423]"
"816107","jharkhand","[24.63364_87.84026, 24.63364_87.84026, 24.63365_87.84022, 24.63365_87.84022, 24.63365_87.84022, 24.63365_87.84029, 24.63366_87.84023, 24.63366_87.84025, 24.63367_87.84032, 24.63539_87.84817, 24.63602_87.84765, 24.63602_87.84765, 24.63612_87.84484, 24.63612_87.84484, 24.63612_87.84484, 24.63612_87.84484, 24.63873_87.83804, 24.64656_87.89804, 24.64657_87.89802, 24.64657_87.89803, 24.64658_87.898, 24.6466_87.89799, 24.64663_87.89801, 24.64668_87.89804, 24.64749_87.90098, 24.64958_87.88968, 24.65484_87.88692, 24.65484_87.88692, 24.65876_87.90513, 24.66132_87.90609]"
"816108","jharkhand","[24.94111_87.82399, 24.97188_87.85409, 24.99317_87.83538, 25.01739_87.83582, 25.02893_87.82133, 25.03158_87.77082, 25.04097_87.83786, 25.04856_87.78484, 25.05379_87.83375, 24.1167_88.2833]"
"816109","jharkhand","[25.13186_87.65713, 25.23346_87.30011, 25.23428_87.6779, 25.24083_87.66537, 25.24407_87.64404, 25.24408_87.63117, 25.24707_87.64499, 25.25323_87.59663, 25.2571_87.56509, 25.26599_87.54403, 25.71683_86.63353]"
"816110","jharkhand","[24.79938_87.69143, 24.80166_87.72224, 24.81499_87.74805, 24.81645_87.6717, 24.85036_87.67849, 24.86463_87.76218, 25.10201_87.73327, 26.50958_85.48489]"
"816115","jharkhand","[22.5968_84.5261]"
"816116","jharkhand","[24.98108_87.75057, 24.98131_87.78366, 24.9925_87.74312, 25.01524_87.71182]"
"816117","jharkhand","[24.25744_87.64344, 24.26684_87.67798, 24.29839_87.65257, 24.29848_87.65251, 24.31024_87.74357, 24.31084_87.68956, 24.33527_87.64455, 24.3361_87.64019, 24.33822_87.5874, 24.33836_87.68991, 24.33841_87.6899, 24.33843_87.68991, 24.34935_87.73852, 24.36038_87.56099, 24.37804_87.66992, 24.39146_87.61697, 24.40756_87.56644]"
"816118","jharkhand","[24.15685_87.45889, 24.16886_87.4796, 24.19512_87.45297, 24.22346_87.40807, 24.22608_87.46472, 24.2295_87.43235, 24.23848_87.47563, 24.26926_87.41511, 24.27364_87.45962]"
"816120","jharkhand","[25.00423_87.58455, 25.3094_87.58936]"
"816129","jharkhand","[25.07685_87.77638, 25.1963_87.7392]"
"821101","bihar","[24.92069_83.8792, 24.92071_83.87913, 24.98195_83.65869, 24.98774_83.68316, 24.99373_83.70018, 24.99373_83.70018, 25.00473_83.59906, 25.00871_83.68857, 25.01836_83.56219, 25.02415_83.64083, 25.03903_83.61347, 25.04055_83.61466, 25.04714_83.64881, 25.04921_83.69795, 25.06237_83.56282, 25.07816_83.65399, 25.12023_83.57685, 25.17472_83.90841, 26.23542_84.40183]"
"821102","bihar","[24.85011_83.48332, 24.93541_83.64493, 24.94669_83.70478, 24.96035_83.62332, 24.96163_83.68619, 24.96647_83.65125, 24.69762_83.60997, 24.69785_83.5057, 25.85952_85.30018]"
"821103","bihar","[25.99831_84.40631]"
"821104","bihar","[24.85646_83.78807, 24.8702_83.82337, 24.88111_83.79018, 24.90564_83.84721, 24.90747_83.75061, 24.90749_83.75056, 24.93242_83.85867, 24.93825_83.77676, 24.94164_83.72941, 24.95388_84.01413, 25.90278_85.23472]"
"821105","bihar","[25.1398_83.53012, 25.15001_83.52707, 25.17543_83.5423, 25.23664_83.43056, 25.24604_83.47009, 25.24762_83.54802, 25.25485_83.51624, 25.25491_83.51631, 25.26692_83.48368, 25.2979_83.53983, 25.3031_83.55944, 25.42861_83.77056]"
"821106","bihar","[25.00619_83.44719, 25.01042_83.4029, 25.02297_83.46619, 25.02564_83.27354, 25.0285_83.36306, 25.04319_83.60947, 25.04425_83.40388, 25.05765_83.36227, 25.05931_83.43085, 25.06366_83.34725, 25.0713_83.39288, 25.0714_83.39292, 25.07583_83.45278, 25.09607_83.42151, 25.11475_83.39747, 25.11863_83.45598, 25.12018_83.47632, 25.15759_83.40363, 25.16241_83.36879, 25.1663_83.51462]"
"821107","bihar","[25.1075_83.87711, 25.12939_83.87868, 25.1375_83.93472, 25.14662_83.97538, 25.15903_83.86662, 25.17255_83.93733, 25.19282_83.92187, 25.19438_83.8756, 26.56875_84.30219]"
"821108","bihar","[24.85912_85.54846, 24.94944_83.90944, 24.97442_83.78861, 24.98518_83.81893, 24.98764_83.74921, 25.00203_83.85815, 25.01529_83.83262, 25.0156_83.79915, 25.01908_83.75669, 25.02325_83.74151, 25.04609_83.73967, 25.04689_83.79492, 25.0676_83.87756, 25.08324_83.83407, 25.08716_83.79293, 25.09069_83.72542, 25.09797_83.75289, 25.11767_83.756, 25.12737_83.73274, 25.12666_83.84173, 25.15756_83.81503, 25.1608_83.79815, 25.1865_83.82042, 24.66978_85.02875, 25.84132_86.52935]"
"821109","bihar","[25.10787_83.66657, 25.11227_83.62146, 25.12608_83.66815, 25.12912_83.69683, 25.12913_83.69685, 25.14215_83.61698, 25.14648_83.64973, 25.15238_83.67851, 25.15838_83.74084, 25.16226_83.56852, 25.17419_83.61878, 25.1841_83.57228, 25.18499_83.67118, 25.18916_83.69649, 25.19146_83.76778, 25.21083_83.80225, 25.21193_83.71503, 25.22446_83.64057, 25.22643_83.62558, 25.23239_83.81034, 25.24243_83.60001, 25.243_83.59998]"
"821110","bihar","[25.17223_83.31236, 25.24553_83.69389, 25.25815_83.6287, 25.26989_83.57809, 25.28514_83.61552, 25.31695_83.64875, 25.3264_83.61196]"
"821111","bihar","[24.9826_83.94058, 24.9943_83.90249, 25.01789_83.90363, 25.04411_83.89397, 25.08972_83.99361]"
"821112","bihar","[24.75358_85.58228, 25.20959_83.84841, 25.2172_83.87839, 25.23167_83.92111, 25.23718_83.96829, 25.23762_83.86116, 25.25276_83.95825, 25.26239_83.87246, 25.26783_83.93714, 25.29445_83.87979]"
"821113","bihar","[24.85998_83.89406, 24.8821_83.94137, 24.88283_83.90517, 24.88508_83.8592, 24.89241_83.91859, 24.90324_83.9085, 24.90595_84.07576, 24.92929_84.0128, 24.94073_83.94551, 24.95618_83.96852, 24.9735_84.00039, 24.98532_84.06504, 25.00344_84.03135, 25.00508_83.9897, 25.01446_84.05724, 25.04038_83.97862, 25.06466_83.95382, 25.95661_84.01289]"
"821115","bihar","[24.94547_84.02272, 24.95164_84.01925, 24.95361_84.01422, 24.95361_84.02833, 24.95369_84.01594]"
"821301","bihar","[24.95263_84.19232, 24.97034_84.18976, 24.97683_84.20458, 24.97728_84.15838, 24.98821_84.13501, 24.98826_84.135, 24.99667_84.19767, 25.01914_84.20595, 25.02432_84.16148, 25.02778_84.29361]"
"821302","bihar","[25.00171_84.20917, 24.70944_84.00889, 24.72498_84.02011]"
"821303","bihar","[24.67361_83.99583]"
"821304","bihar","[25.19556_84.5525, 24.51642_83.71789, 24.52382_83.74043, 24.54987_83.81386, 24.55325_83.74704, 24.57508_83.91296, 24.58947_83.81956, 24.60009_83.85845, 25.77314_86.96618]"
"821305","bihar","[24.89426_84.15172, 24.90638_84.14885, 24.91958_84.18586, 24.92479_84.09055, 24.93636_84.17434, 24.93661_84.09903, 24.93783_84.14527, 24.94937_84.09186, 24.97857_84.08592, 24.98421_84.10193]"
"821306","bihar","[24.97144_84.23324, 24.98926_84.26181, 25.01105_84.24303, 25.01543_84.26404]"
"821307","bihar","[24.9015_84.18431, 24.97222_84.19278, 25.07444_84.23167]"
"821308","bihar","[24.86184_84.1404, 25.04028_84.23889]"
"821309","bihar","[25.11577_84.37489, 25.12262_84.37395, 25.13393_84.36167, 25.13593_84.40999, 25.14395_84.38056, 25.14794_84.39832, 25.14981_84.42168, 25.14987_84.42175]"
"821310","bihar","[25.03729_84.27702, 25.04057_84.30963, 25.05155_84.33425, 25.04948_84.29353, 25.05042_84.32061, 25.05535_84.26678, 25.06571_84.38166, 25.06724_84.30464, 25.07774_84.34887, 25.07774_84.34887, 25.08476_84.29592, 25.08539_84.32257, 25.08767_84.26787, 25.08782_84.36671, 25.09112_84.38988, 25.10688_84.40627, 25.11179_84.40174]"
"821311","bihar","[24.86472_84.16667, 24.61891_83.95634, 24.64549_83.97508, 24.70005_85.00195]"
"821312","bihar","[24.77207_84.03839, 24.80343_84.08048, 24.81556_84.04242, 24.81556_84.08389, 24.81761_84.07701, 24.83772_84.04356, 24.8465_84.06984, 24.85595_84.09629]"
"822101","jharkhand","[24.03353_84.05022, 24.03756_84.06356, 24.04092_84.06936, 24.04129_84.05725, 24.05149_84.01912]"
"822102","jharkhand","[24.03104_84.08565, 24.03333_84.07356, 24.03351_84.08353, 24.05767_84.06853, 24.05801_84.06815]"
"822110","jharkhand","[23.77705_84.18171, 23.9577_84.1261, 24.01277_83.96242, 24.03951_84.06058, 24.06243_84.02426, 24.06299_83.96137, 24.07533_84.03089, 24.08201_84.01513, 24.09124_84.03804, 24.12207_84.0199, 24.12292_84.01842, 24.1897_83.3965]"
"822111","jharkhand","[23.6968_84.54598, 23.7276_83.99537, 23.77336_84.09188, 23.84037_84.10556, 23.8439_84.1191, 23.84433_84.07503, 23.88915_84.18908, 23.89097_84.19569, 23.90816_84.17547, 23.90826_84.17532, 23.9084_84.17532]"
"822112","jharkhand","[24.37382_83.59203, 24.3826_83.5749, 24.39962_83.46466, 24.40485_83.57411, 24.42695_83.43629, 24.45408_83.48678]"
"822113","jharkhand","[24.06257_84.0676, 24.3708_84.19109, 24.29862_84.27732, 24.34439_84.29399, 24.37079_84.19099, 24.3697_84.1889, 24.37066_84.19116, 24.37067_84.19112, 24.3833_84.29752, 24.40633_84.20798, 24.40976_84.32385, 24.41117_84.26471, 24.42424_84.30035, 24.44401_84.21281, 24.46132_84.14823, 24.46205_84.26462, 24.46806_84.22404, 24.48085_83.94563, 24.48826_84.24106, 25.79578_86.59533, 24.28326_84.2037]"
"822114","jharkhand","[24.03989_83.62909, 25.55919_87.68621, 24.02711_83.62151, 24.05864_83.53448, 24.07749_83.68082, 24.08956_83.8876, 24.10125_83.72745, 24.1222_83.83242, 24.1406_83.88043, 24.15822_83.85227, 24.15862_83.91207, 24.15911_83.80725, 24.21571_83.91731, 24.21653_83.87852, 24.22408_83.79129]"
"822115","jharkhand","[23.94925_83.77329, 24.11681_84.421, 24.214_83.8874, 24.50371_83.98868, 24.52587_83.90977]"
"822116","jharkhand","[24.86737_84.50683, 24.42662_84.07728, 24.46253_84.08737, 24.49726_84.02678, 24.53078_84.00369, 24.53079_84.00093, 24.5308_84.00091, 24.53083_84.00083, 24.53083_84.00091, 24.5371_83.99817, 24.54014_84.02596, 24.5949_84.05041]"
"822117","jharkhand","[24.3612_83.8912]"
"822118","jharkhand","[24.02039_84.28086, 24.03292_84.27389, 24.0355_84.2761, 24.03771_84.3052, 24.05498_84.10791, 24.05846_84.1506, 24.05846_84.1506, 24.05846_84.1506, 24.05963_84.17548, 24.06055_84.27784, 24.06055_84.27784, 24.06055_84.27784, 24.07723_84.27633, 24.08314_84.33359, 24.08314_84.33359, 24.09634_84.21608, 24.10614_84.35694]"
"822119","jharkhand","[23.37564_84.22985, 23.3953_84.1145, 23.4287_84.06001, 23.45622_84.06865, 23.51135_84.11633]"
"822120","jharkhand","[23.58599_85.29221, 24.47711_83.84043, 24.37193_83.83544, 24.38947_83.84776, 24.39714_83.83686, 24.40271_83.83587, 24.41706_83.85377, 24.42136_83.7666, 24.4266_83.8702, 24.42853_83.81915, 24.45975_83.72318, 24.47997_83.80016, 24.48656_83.75174, 24.4989_83.8308, 24.44557_83.89708]"
"822121","jharkhand","[23.7416_84.4924, 24.10249_83.46066, 24.13845_83.44927, 24.21141_83.44756, 24.21192_83.44876, 24.22584_83.41695, 24.24604_83.48608, 24.26477_83.47972, 24.26957_83.44106, 24.2725_83.45184, 24.27323_83.42717, 24.27511_83.51759]"
"822122","jharkhand","[23.99227_84.39849, 24.00293_84.55232, 24.0259_84.4566, 24.03951_84.47336, 24.0431_84.51832, 24.06534_84.41774, 24.06534_84.43779, 24.0689_84.44449, 24.07756_84.39351, 24.0789_84.47397, 24.09017_84.44647]"
"822123","jharkhand","[23.94093_84.58523, 24.03951_84.06059, 24.03951_84.06059, 24.03951_84.06059, 24.03951_84.06059, 24.06079_84.21363, 24.06079_84.21363, 24.06079_84.21363, 24.06672_84.13468, 24.06672_84.13468, 24.06672_84.13468, 24.0795_83.96645, 24.08136_84.10553, 24.13215_84.16898, 24.17428_84.1277, 24.19676_84.14393, 24.1974_84.177]"
"822124","jharkhand","[24.11818_83.93973, 24.13788_84.06574, 24.15338_84.01581, 24.1596_84.04865, 24.19219_83.99783, 24.20226_83.96478, 24.20419_83.9557, 24.20865_83.87105, 24.21417_83.90825, 24.21647_83.87862, 24.21654_83.87873, 24.2204_83.8884, 24.24895_83.93181, 24.25284_83.85846, 24.25968_83.83359]"
"822125","jharkhand","[23.63454_83.82729, 23.63634_83.78538, 23.72998_83.7831, 23.73777_83.82413, 23.80052_83.80122, 23.80821_83.70872, 23.87016_83.8812, 23.9123_83.89851, 23.9194_83.81364, 23.97929_83.74766, 24.00297_83.85728, 24.00338_83.723, 24.1248_83.9141]"
"822126","jharkhand","[23.90888_84.31956, 23.9216_84.2636, 23.94161_84.26632, 23.95136_84.5137, 24.07044_84.45753]"
"822128","jharkhand","[24.13316_83.52584, 24.14748_83.55541, 24.15254_83.52223, 24.16155_83.59011, 24.16597_83.56333, 24.20425_83.61402, 24.21063_83.58009, 24.22126_83.59059, 24.2298_83.6082, 24.23216_83.61433, 24.2899_83.64927, 24.29112_83.61784, 22.2724_86.82783, 26.78642_84.86155]"
"822129","jharkhand","[24.3926_83.574]"
"822131","jharkhand","[20.26425_80.97487, 24.37069_84.19113, 24.52186_84.26848, 24.52745_84.2504]"
"822132","jharkhand","[24.1621_83.4321, 24.24685_83.91771, 24.24685_83.91771, 24.24685_83.91771, 24.24685_83.91771, 24.24685_83.91771, 24.247_83.92459, 24.24787_83.91966]"
"822133","jharkhand","[24.2012_83.8434, 24.09058_83.64967, 24.10988_83.58376, 24.12328_83.61722, 24.12385_84.21043, 24.12432_83.65514, 24.14216_83.61306, 24.14364_83.68234, 24.17365_83.72436, 24.19592_83.65877, 24.2604_83.68354]"
"822134","jharkhand","[24.2658_83.81651, 24.2951_83.67446, 24.29634_83.67864, 24.29708_83.71722, 24.30604_83.77214, 24.32583_83.69924, 24.37579_83.7352]"
"823001","bihar","[24.77537_84.971, 24.77806_84.98055, 24.78008_85.00457, 24.78272_84.99951, 24.78333_84.98305, 24.78621_84.98805, 24.7924_85.00374, 24.79327_84.98866, 24.79383_85.00808, 24.7998_85.0052, 24.80515_85.00838, 24.99722_85.16167]"
"823002","bihar","[24.8007_84.98997, 24.80721_84.99613, 24.83232_84.93051, 24.85384_84.94057, 25.04361_85.03722, 25.04389_85.045, 26.12428_85.09654, 24.81523_84.97965]"
"823003","bihar","[24.75434_85.05255, 24.75978_85.02602, 24.78001_84.98182, 24.78186_85.03989, 24.81165_85.02698, 24.82094_85.07417, 24.85346_85.09461, 24.84674_85.01101, 24.85224_84.9852, 24.85703_85.04444, 24.86454_85.00969, 24.89528_85.08188]"
"823004","bihar","[24.77103_84.9312, 24.7289_84.9471, 24.74066_84.90983, 24.74712_84.9451]"
"823005","bihar","[24.79441_84.98155]"
"823311","bihar","[24.87672_85.18782, 24.89371_85.19697, 24.89595_85.16047, 24.91663_85.22259, 24.91798_85.25246, 24.91813_85.25244, 24.92162_85.29421, 24.93258_85.32, 24.93937_85.15825, 24.94138_85.19946, 24.94556_85.22916, 24.95762_85.27338, 24.95972_85.24682, 24.97343_85.20395, 24.97947_85.21357, 24.99716_85.27775, 24.99914_85.25379, 25.00876_85.22431, 25.12504_87.21528, 26.42884_85.46463]"
"824301","bihar","[24.57023_84.132, 24.60533_84.12233, 24.63493_84.13134, 24.64261_84.17766, 24.65551_84.15407, 24.66638_84.18564]"
"824302","bihar","[24.511_84.1205, 24.51645_84.13705, 24.52526_84.10255, 24.53049_84.13879, 24.53521_84.11356, 24.55692_84.16606, 24.57481_84.16838, 24.7247_84.501]"
"824303","bihar","[24.76059_84.17089, 24.76526_84.13022, 24.60465_84.05774, 24.61149_84.05095, 24.63267_84.11886, 24.65925_84.04435, 24.67042_84.11172, 24.69616_84.0901, 24.71726_84.17691, 24.71751_84.08189, 24.72479_84.19552, 24.73168_84.11115, 24.73788_84.24259, 24.74789_84.20144, 26.65781_84.80537]"
"826001","jharkhand","[23.78619_86.43608, 23.78831_85.42506, 23.7957_86.41296, 23.79669_86.43392, 23.79673_86.41296, 23.80164_86.44292, 23.80667_86.44303, 23.81069_86.43222]"
"826003","jharkhand","[23.80675_86.44819]"
"826004","jharkhand","[23.81019_86.44153, 23.82948_86.43149, 23.86787_86.42795]"
"826005","jharkhand","[23.80747_86.46692]"
"826006","jharkhand","[23.87383_86.33406]"
"827001","jharkhand","[23.63348_86.15013, 23.65756_86.13933, 23.66982_86.4229]"
"827003","jharkhand","[23.65778_86.13947]"
"827004","jharkhand","[23.67369_86.14758]"
"827006","jharkhand","[23.67772_86.17503]"
"827009","jharkhand","[23.69078_86.15094]"
"827010","jharkhand","[23.63151_86.03373, 23.63376_86.10004, 23.64042_86.10158, 23.65842_86.08369, 23.66207_86.10605, 23.71608_86.05313, 24.05449_84.25408]"
"827012","jharkhand","[23.63964_86.14425]"
"827013","jharkhand","[23.45387_86.24932, 23.46393_86.19755, 23.57343_86.21382, 23.57343_86.21382, 23.57343_86.21382, 23.5853_86.2552, 23.61179_86.11868, 23.6205_86.18583, 23.63142_86.18478, 23.63249_86.17336, 23.63341_86.15022, 23.63428_86.16869, 23.64797_86.19917, 23.66971_86.22127, 23.66982_86.24854, 23.68181_86.28567, 23.69574_86.22227]"
