"pin","state","locs"
"123411","haryana","[28.24567_76.48643, 28.24804_76.44738, 28.26171_76.40854, 28.26843_76.36762, 28.28803_76.37876, 28.29386_76.38397, 28.30002_76.46558, 28.30583_76.44401, 28.30999_76.41004, 28.32392_76.39299, 28.32998_76.46831, 28.33502_76.44039, 28.35021_76.41411, 28.3562_76.37187, 28.91578_76.96195]"
"123412","haryana","[28.20172_76.59558, 28.08515_76.48588, 28.09195_76.47101, 28.13655_76.50894]"
"123501","haryana","[28.0163_76.62229, 28.0188_76.56207, 28.04238_76.51147, 28.04874_76.61928, 28.073_76.63337, 28.07339_76.58097, 28.08762_76.6007, 28.10336_76.5921, 28.10337_76.59212, 28.10344_76.59244, 28.10895_76.56239]"
"124201","haryana","[28.89558_76.59253]"
"124202","haryana","[23.36514_72.7886, 28.03621_76.35859, 28.68406_76.48697, 28.66897_76.45497, 28.70352_76.43917, 28.70955_76.39114, 28.94054_77.37094, 29.18871_76.11479]"
"124303","haryana","[24.77883_87.1552, 25.72341_85.43801, 25.72343_85.43803, 26.63982_82.33661, 27.19975_82.91816, 27.20478_83.4033, 27.23745_81.11919, 28.9653_76.59966, 28.97392_76.63242, 28.99358_76.71213, 28.99645_76.57606, 29.00873_76.64628, 29.00879_76.57865, 29.0128_76.67439, 29.02611_76.61278, 29.03771_76.66093, 29.08441_78.13996, 29.52264_79.83521, 32.06764_75.67689]"
"124401","haryana","[28.87083_76.73959, 28.88122_76.69115, 28.9035_76.70567, 28.92643_76.76951, 28.93755_76.73871, 28.93837_76.66941, 28.94938_76.75937, 28.96089_76.67049]"
"124404","haryana","[28.83744_76.51053, 28.83901_76.80511]"
"124406","haryana","[27.50226_80.56507, 28.89092_76.78289, 28.89976_76.76894, 28.90115_76.81648, 28.92125_76.80901, 29.31338_76.46995]"
"124411","haryana","[28.803_76.47095, 28.82203_76.39367, 28.823_76.47925, 28.84985_76.51037, 28.85234_76.45308]"
"124412","haryana","[28.72626_76.48029, 28.73585_76.51048, 28.73586_76.51045, 28.76156_76.48964, 28.78164_76.52542, 28.80338_76.54739, 28.81593_76.56447, 28.81598_76.56447, 33.60936_74.14253]"
"124501","haryana","[27.05391_82.50934, 27.99323_76.55961, 28.69225_76.78067, 28.7185_76.77501, 28.7378_76.73678, 28.74823_76.80289, 28.75286_76.70276, 28.76213_76.76981, 28.77277_76.81893, 28.77347_76.77197, 28.78407_76.83474, 28.79263_76.73709, 28.79604_76.79123, 28.80099_76.68877, 28.81094_76.77189, 28.81183_76.8234, 28.83161_76.72777, 28.83678_76.75425, 28.84865_76.71794]"
"124504","haryana","[28.41511_76.4307, 28.65611_76.75403, 28.68141_76.73658]"
"124505","haryana","[28.72464_76.87388, 28.90406_76.86911]"
"124506","haryana","[29.70667_76.81911]"
"124507","haryana","[28.59582_76.78617, 28.61938_76.78698, 28.63578_76.8258, 28.63888_76.91383, 28.64659_76.78968, 28.64859_76.87989, 28.66606_76.82651, 28.67003_76.87219, 28.67898_76.84191, 28.68722_76.93, 28.68925_76.93622, 28.69069_76.8571, 28.69075_76.95419, 28.69297_76.928, 28.69758_76.91481, 28.69794_76.93153, 28.70119_76.88665, 28.70268_76.91542, 28.72842_76.94414, 28.73496_76.89553, 28.76074_76.93281, 28.77146_76.90956, 28.78569_76.86249, 28.78813_76.93486]"
"124508","haryana","[28.61783_76.8712, 28.67416_76.77941]"
"124513","haryana","[29.01003_76.37817]"
"124514","haryana","[17.78538_78.39009, 24.69288_78.92858, 26.00442_83.92609, 21.18433_73.79841, 27.20254_74.62915, 28.92442_76.54868, 28.94267_76.56108, 28.96123_76.48708, 28.96464_76.51114, 28.96473_76.5113, 28.96961_76.55845, 28.98252_76.51522, 29.01436_76.5428, 29.03076_76.5028, 29.0337_76.41496, 29.04278_76.47706, 29.04983_76.39897, 29.06107_76.53679, 29.06657_76.4949, 30.11986_77.85177]"
"125001","haryana","[28.9225_75.73996, 29.13336_75.70803, 29.13464_75.72678, 29.14761_75.72172, 29.1555_75.72319, 29.15944_75.57128, 29.16211_75.75106, 29.16575_75.76247, 29.17049_75.73328, 29.17458_75.71728, 29.17458_77.71728]"
"125004","haryana","[29.0733_75.48744, 29.07333_75.48764, 29.09618_75.65126, 29.10552_75.52113, 29.11668_75.64285, 29.12443_75.50638, 29.1347_75.51923, 29.1348_75.51971, 29.13842_75.5552, 29.14972_75.70825, 29.16661_75.61027]"
"125005","haryana","[15.98375_77.48404, 22.28961_80.99528, 27.32965_82.89199, 28.13364_75.75586, 28.94577_75.7096, 28.96948_75.76312, 28.97653_75.75048, 29.00363_75.74264, 29.04143_75.68761, 29.04229_75.73341, 29.08407_75.72087, 29.09609_75.76071, 29.13231_75.74261, 29.13961_75.73981, 29.16635_75.84807, 29.18963_75.81395, 29.21056_75.73894, 29.2163_75.80048, 29.21915_75.75974, 29.26189_75.77081, 29.28025_75.80453, 29.28025_75.80453, 31.26933_75.98022]"
"125006","haryana","[26.48022_74.13099, 29.03888_75.79798, 29.06873_75.80327, 29.06881_75.80328, 29.10322_75.81529, 29.11235_75.81838]"
"125007","haryana","[29.00527_75.6595, 29.11941_75.69925]"
"125011","haryana","[29.2153_75.68429, 29.22753_75.66692, 29.23228_75.66913]"
"125033","haryana","[16.83271_79.03007, 17.38163_76.82134, 25.07925_86.90835, 25.39355_83.04304, 25.39364_83.04309, 25.61411_85.47034, 25.73127_82.06983, 25.7775_82.32582, 25.94671_83.92496, 26.12458_77.30613, 20.86347_72.87894, 20.97463_86.33493, 26.15242_83.57439, 28.68722_76.93, 29.00165_75.97406, 29.03105_75.87239, 29.03269_75.93935, 29.05128_76.11776, 29.06232_75.88273, 29.06749_76.01737, 29.06856_76.06729, 29.06863_76.06734, 29.11144_75.45825, 29.08325_75.99109, 29.08654_76.02124, 29.09147_75.98108, 29.09311_75.95814, 29.09924_75.96885, 29.09931_75.96889, 29.10253_75.97367, 29.11863_75.99817, 29.11938_76.0419, 29.12952_76.07569, 29.14686_76.11859, 29.14887_75.91076, 29.17195_76.16432, 29.17439_75.92814, 29.18461_75.88542, 29.1847_75.88538, 29.21177_75.91813, 29.23844_75.88714, 29.26348_75.93136, 29.62311_76.17776, 29.74834_76.92662]"
"125037","haryana","[28.94486_75.826, 28.97926_75.87093, 28.97989_75.8201]"
"125038","haryana","[29.15008_76.24094, 29.16375_76.25715, 29.18336_76.26001, 29.188_76.22458, 29.21119_76.17709, 29.23367_76.21787]"
"125039","haryana","[18.03434_75.51897, 23.6508_69.12255, 24.21717_87.32262, 25.98241_82.48373, 28.03859_79.12061, 28.19391_75.43925, 29.19785_76.08137, 29.22461_76.13875, 29.22936_76.07661, 29.24409_76.16127, 29.25853_76.19218, 29.25874_76.12838, 29.26051_76.05428, 29.27523_76.15927, 29.28699_76.11157, 29.28894_76.09305, 29.29866_76.07333, 29.31229_76.18148, 29.32486_76.08835, 29.34042_76.15338, 29.37152_76.17289, 29.37781_76.10294, 29.37938_76.0697, 29.39212_76.7577]"
"125042","haryana","[29.02144_76.22303, 29.03282_76.22112, 29.06734_76.15729, 29.07674_76.26111, 29.10118_76.11008, 29.10129_76.11021, 29.10146_76.0947, 29.10148_76.09468, 29.10869_75.19997, 29.11474_76.15293, 29.11855_76.29675, 29.12482_76.27701]"
"125044","haryana","[20.26277_74.32945, 23.38361_88.28331, 23.624_87.66104, 23.65781_74.81034, 25.62892_88.15047, 25.69895_82.23726, 24.00655_73.35966, 24.72536_80.71581, 24.73081_83.38585, 26.12909_89.83693, 21.08655_73.828, 22.75132_77.78207, 22.00649_73.81716, 26.20822_80.64827, 27.03857_76.09686, 27.71119_81.38517, 29.10254_75.86214, 29.12231_75.90584, 29.12883_75.78447, 29.13374_75.87815, 29.14829_75.81483, 29.30182_78.74255, 29.90281_75.25713, 30.00686_77.34866, 32.06385_76.47982, 32.38441_76.03002, 32.56037_75.64159]"
"125047","haryana","[29.30249_75.6565, 29.32626_75.74911, 29.33139_75.71552, 29.36181_75.59005, 29.41658_75.62667]"
"126101","haryana","[24.79706_76.96521, 23.77031_74.81922, 23.97908_75.09879, 25.56755_81.21849, 26.58477_82.90971, 29.08099_76.44833, 29.08873_76.42867, 29.08878_76.38268, 29.09679_76.45659, 29.10093_76.33782, 29.14746_76.46406, 29.16421_76.4805, 29.16708_76.4506, 29.18996_76.46718, 29.31289_76.32319, 29.31385_76.32676, 29.40283_76.97344, 30.1037_74.76722, 30.47004_76.94376]"
"126102","haryana","[23.52482_77.61663, 20.94376_81.49334, 29.11879_76.43805, 29.13679_76.32568, 29.15693_76.41269, 29.26053_76.41692, 29.28024_76.23363, 29.28606_76.40679, 29.29305_76.22547, 29.29978_76.2672, 29.30857_76.35725, 29.30917_76.31419, 29.30972_76.33822, 29.31275_76.32361, 29.31303_76.24418, 29.31333_76.31564, 29.31828_76.31228, 29.32472_76.30083, 29.33028_76.29283, 29.34216_76.19801, 29.34342_76.27294, 29.35036_76.30599, 29.35324_76.23775, 29.37567_76.27485, 29.38745_76.30557]"
"126110","haryana","[29.38695_76.38267, 29.36873_76.41917, 29.38044_76.45053, 29.40174_76.48494, 29.41271_76.51087, 29.41879_76.46014]"
"126111","haryana","[27.36578_78.15738, 28.08995_75.30313, 28.91987_76.89527, 29.45906_76.44414, 29.46567_76.45481, 29.96619_76.88, 29.96784_76.87781]"
"126112","haryana","[23.23297_82.95099, 24.83569_88.09971, 24.86509_78.82892, 24.94643_84.47107, 23.87951_87.85525, 25.73759_84.52099, 24.70019_75.04562, 24.73552_77.00401, 25.84175_81.67528, 22.51419_73.039, 22.61132_80.5113, 22.85455_88.02437, 22.33037_87.97525, 26.6152_76.13535, 27.06081_82.64809, 27.17518_75.07282, 27.70805_80.8263, 28.59367_80.37905, 29.27127_76.66233, 29.29735_76.60397, 29.32126_76.59091, 29.33353_76.61323, 29.36376_76.60468, 29.36521_76.6274, 29.38937_76.61892, 29.39989_76.55553, 29.40425_76.66753, 29.41276_76.60385, 29.43625_76.63878, 29.43678_76.57014, 32.15063_75.83586]"
"126113","haryana","[26.24491_71.17562, 26.48292_73.48178, 27.20286_72.37987, 29.23378_76.5482, 29.2369_76.50891, 29.27663_76.48739, 29.27872_76.53672, 29.29986_76.52936, 29.30574_76.55863, 29.33423_76.45675, 29.34222_76.58532, 29.34384_76.51469, 29.35331_76.49747, 29.37061_76.57627, 29.37568_76.49284, 29.38111_76.54712, 29.62307_76.17819, 31.21836_76.39584]"
"126114","haryana","[29.16801_76.34206, 29.1862_76.38307, 29.20981_76.39675, 29.22294_76.44053, 29.23924_76.33896, 29.2518_76.44902, 29.27055_76.32833]"
"126115","haryana","[25.48986_75.34812, 24.06971_74.06299, 26.27786_76.62314, 26.97405_77.38347, 29.40025_76.72481, 29.43439_76.15248, 29.45949_76.09148, 29.46732_76.18094, 29.58738_76.13072, 29.96619_76.88, 29.96677_76.87993, 29.96691_76.87986, 29.97683_76.87755]"
"126116","haryana","[18.72002_81.77651, 29.52255_76.15082, 29.53766_76.11934, 29.5593_76.15332, 29.58272_76.06679, 29.59028_76.10992, 29.59028_76.10992, 29.59734_76.0324, 29.62303_76.17779, 29.62303_76.17779, 29.62305_76.17773, 29.62308_76.17772, 29.62309_76.17781, 29.62309_76.17782, 29.6231_76.17767, 29.6231_76.17827, 29.62311_76.17779, 29.62319_76.17775, 29.62324_76.17868, 29.63312_76.03907, 29.63328_76.15993, 29.63583_76.06495, 29.65078_75.99391, 29.66119_76.18202, 29.66345_76.12942, 29.66998_75.96549, 29.6744_76.04746, 29.84277_75.93588, 30.47987_75.13457]"
"126125","haryana","[25.23185_80.34027, 24.67134_81.43915, 28.02893_79.2453, 29.43183_76.37211, 29.38397_76.33862, 29.40734_76.35272, 29.43409_77.24295, 29.45438_76.33719, 29.47506_76.39127, 29.49017_76.35205, 29.49295_76.29968, 29.51342_76.31161, 29.53383_76.34607, 29.56625_76.33289, 29.56681_76.25643, 29.57463_76.30301]"
"126152","haryana","[29.52861_75.99661]"
"127021","haryana","[28.78869_76.13878, 28.79367_76.12742, 28.79692_76.16008, 28.79781_76.14406, 28.80483_76.11967, 28.80519_76.14119, 28.81527_76.12871, 28.90872_75.60667]"
"127022","haryana","[28.47098_76.20389, 28.48064_76.23349, 28.48066_76.23352, 28.4943_76.2686, 28.49436_76.2686, 28.59225_76.27867]"
"127025","haryana","[27.61259_78.79324, 28.45521_76.0781, 28.45536_76.07804, 28.61186_76.34172, 28.75645_76.39222, 28.78974_76.30844]"
"127026","haryana","[28.53928_76.13058, 28.55977_76.11238, 28.56573_76.13416, 28.56784_76.15784, 28.58922_76.11641, 28.59293_76.09464, 28.60014_76.1516, 28.60022_76.15192, 28.6375_76.12278, 28.63939_76.13915]"
"127027","haryana","[28.83606_76.27664, 28.87928_76.24697, 28.88704_76.27746]"
"127028","haryana","[28.63061_75.61897, 28.63597_75.6887, 28.66828_75.61746, 28.67273_75.74025, 28.67435_75.766, 28.69916_75.72734, 28.70581_75.58553, 28.70587_75.55595]"
"127029","haryana","[28.48996_75.97703, 28.66342_75.89351, 28.68806_75.81055, 28.69606_75.88117, 28.69985_75.98944, 28.701_75.96713, 28.70733_76.04657, 28.7302_75.89873, 28.75137_75.86612]"
"127030","haryana","[28.62278_75.89413, 28.64172_75.87631, 28.64383_76.01917, 28.65077_75.9752, 28.66449_76.01935, 28.6671_76.01931, 28.68329_75.97884, 28.90869_75.60683]"
"127031","haryana","[28.80709_76.1649, 28.8508_76.17559, 28.85973_76.1922, 28.86583_76.14172, 28.8761_76.10605, 28.92662_76.20724, 29.00579_76.20683, 29.10106_76.51493]"
"127032","haryana","[28.94539_76.865, 28.90443_76.07962, 28.9115_76.11286, 28.95519_76.09239, 28.97126_76.10095, 29.03321_75.99369, 29.03416_75.99405, 29.0381_75.98973, 29.04786_76.02224]"
"127035","haryana","[25.96328_75.95872, 28.92063_75.95883, 28.92623_75.92655, 28.96046_75.88008, 28.97637_75.98056, 29.01106_75.91346]"
"127040","haryana","[28.76183_75.94717, 28.80151_75.95903, 28.80338_75.83352, 28.80472_75.90479, 28.8048_75.90484, 28.82975_75.86789, 28.835_75.87193, 28.83873_75.84633, 28.84043_75.91262, 28.84051_75.91256, 28.84925_75.80262, 28.85563_75.80567, 28.86706_75.96056, 28.86973_75.73179, 28.86989_75.91578, 28.90109_75.78272, 28.90114_75.78262, 28.90123_75.78262, 28.90989_75.86387, 28.9099_75.86392, 28.91001_75.86399, 28.9101_75.86193]"
"127041","haryana","[28.98922_76.10254, 28.99803_76.06565, 29.00579_76.20683, 29.00579_76.20683, 29.01944_76.17017, 29.02357_76.09511, 29.02357_76.09511]"
"127042","haryana","[28.6669_76.28311, 28.66694_76.28309, 28.71175_76.29106, 28.73034_76.3166, 28.75744_76.28128]"
"127043","haryana","[28.21456_75.91603, 28.75826_75.74463, 28.79672_75.77913, 28.80197_75.73395, 28.80197_75.73395, 28.81186_75.76149, 28.82317_75.68233]"
"127045","haryana","[28.96358_75.60458]"
"127046","haryana","[25.44072_83.21156, 28.72476_75.62881, 28.73266_75.61739, 28.75779_75.62932, 28.76168_75.60584, 28.77286_75.52709, 28.77292_75.52687, 28.77296_75.52687, 28.78454_75.65366, 28.79081_75.58992, 28.79742_75.64046, 28.7986_75.59042, 28.84193_75.73397, 28.84459_75.73589, 28.84998_75.53379, 28.85002_75.53373, 28.85003_75.53375, 28.8559_75.6049, 28.85768_75.60217, 28.87108_75.6982, 28.87122_75.6983, 28.90196_75.65692, 28.90196_75.65693, 28.90869_75.60683, 28.91616_75.50991, 28.91637_75.5098, 28.91639_75.50984, 28.91642_75.50979, 28.91656_75.50982, 28.94642_75.53456, 28.94645_75.53463, 28.94647_75.53457, 28.94648_75.53474, 28.94835_75.55178, 28.95487_75.52189]"
"127111","haryana","[28.67583_76.11088, 28.69924_76.10906, 28.71473_76.09108, 28.73813_76.10577, 28.75654_76.16457, 28.76171_76.00473, 28.76233_75.98379, 28.76406_76.08751, 28.76643_76.12138, 28.79023_76.04874, 28.81578_76.52956, 28.82885_76.01124, 28.86101_75.98748]"
"127114","haryana","[28.82894_76.30719, 28.80745_76.24693, 28.86632_76.32683]"
"127201","haryana","[28.40944_75.86462, 28.4162_75.84672, 28.42939_75.80675, 28.43158_75.88221, 28.4601_75.87788, 28.48075_75.88271, 28.49052_75.79622, 28.50244_75.75354, 28.51972_75.72487, 28.52551_75.79537, 28.53949_75.69389, 28.55418_75.78966, 28.57072_75.73959, 28.57075_75.73957, 28.57547_75.81462, 28.60402_75.69747, 28.60533_75.72118, 28.60543_75.72113, 28.61682_75.86082, 28.61683_75.86081, 28.61765_75.77812, 28.61815_75.77811, 28.63049_75.81125]"
"127306","haryana","[28.52244_76.20969, 28.55219_76.25981, 28.55373_76.19968, 28.5781_76.30765, 28.59021_76.19476, 28.59144_76.27778, 28.59389_76.27328, 28.59783_76.28108, 28.61403_76.21867, 28.616_76.28379, 28.62216_76.181, 28.62284_76.44656, 28.63713_76.20285]"
"127307","haryana","[28.60807_76.37924, 28.63166_76.33838, 28.65505_76.4331, 28.66376_76.33405, 28.674_76.37028, 28.68028_76.35156, 28.71223_76.35524]"
"127308","haryana","[28.45013_75.93897, 28.46555_75.91131, 28.46561_75.91324, 28.51024_75.86544, 28.51059_75.94255, 28.52797_75.88241, 28.54828_75.86175, 28.57897_75.97548, 28.57898_75.97548, 28.95214_76.71811]"
"127309","haryana","[28.65795_76.22913, 28.70678_76.29008, 28.71648_76.17666, 28.72288_76.14096, 28.73716_76.22721, 28.7567_76.25704, 28.76745_79.01542, 28.76997_76.15205]"
"127310","haryana","[28.42792_76.07049, 28.44829_76.17348, 28.46304_76.16253, 28.46311_76.16243, 28.46463_76.17821, 28.46572_76.17942, 28.50828_76.19727, 28.50836_76.19725, 28.52225_76.10704, 28.52232_76.10707, 28.531_76.07647, 28.69128_76.863, 29.35385_77.53241]"
"127311","haryana","[28.4256_76.829, 28.67853_76.17378]"
"127312","haryana","[23.99715_85.33137, 26.3788_81.2176, 28.42156_76.02346, 28.45317_76.0188, 28.47871_76.0438, 28.50053_76.09327, 28.51117_76.01623, 28.51479_75.97477, 28.53931_76.0244, 28.57197_76.03589]"
"131001","haryana","[25.82653_79.4533, 22.1487_76.28396, 22.14873_76.284, 28.01817_77.20078, 28.94918_77.01017, 28.951_77.05725, 28.96245_76.95802, 28.96266_77.00496, 28.97195_77.00954, 28.97744_77.01694, 28.98011_77.02211, 28.98169_77.09108, 28.98234_76.95519, 28.98656_77.0255, 28.98788_77.03946, 28.98808_77.0163, 28.98842_77.05222, 28.99269_77.01797, 28.99675_77.02033, 28.99972_77.03864, 29.00014_77.00014, 29.00189_77.01861, 29.003_77.06765, 29.00542_77.35042, 29.01178_76.96289, 29.0142_77.03422, 29.02065_76.9197, 29.02854_76.98938, 29.03615_76.86289, 29.05726_76.98151, 30.14188_76.8646]"
"131021","haryana","[21.21272_82.82628, 28.08848_78.05467, 28.95818_77.09299, 28.96191_77.12613, 28.98966_77.11346, 28.99992_77.09257, 29.00988_77.16585]"
"131022","haryana","[28.98259_76.93176, 28.98944_77.02528, 28.99768_76.86685]"
"131023","haryana","[28.90134_77.12952, 28.90359_77.15532, 28.90674_77.18202, 28.93425_77.15214, 28.95295_77.16702]"
"131024","haryana","[28.93303_76.97497, 29.05005_76.91259, 29.07522_76.93913, 29.08156_76.85801, 29.09824_76.91032, 29.10203_76.85729]"
"131027","haryana","[28.86094_77.16346, 29.04094_77.08942, 29.06622_77.12848]"
"131028","haryana","[27.35854_77.6485, 28.86539_77.12658, 28.87063_77.12005, 28.8708_77.14501]"
"131029","haryana","[22.89531_80.84129, 28.89769_77.09802, 28.90633_77.09898, 28.92536_77.10358, 28.92365_77.07909, 28.94101_77.09767]"
"131039","haryana","[29.04691_77.06786, 29.0698_77.05241, 29.06989_77.05252, 29.08799_77.05253, 29.0961_77.06573, 29.1103_77.0796, 29.37747_76.96756]"
"131101","haryana","[22.9538_73.37083, 23.80905_72.1209, 25.5726_81.81134, 25.8546_84.21448, 25.93228_74.61778, 22.01357_86.94277, 27.39421_78.68715, 29.07842_77.02119, 29.08445_76.97924, 29.08454_76.97921, 29.0972_77.01004, 29.09725_77.00996, 29.11884_77.04407, 29.11895_77.0441, 29.12636_77.02014, 29.12801_76.98494, 29.12802_76.88636, 29.13272_77.10409, 29.13303_76.96027, 29.14529_76.9747, 29.14529_76.97472, 29.15427_77.11038, 29.16057_77.07791, 29.16499_77.0068, 29.20096_76.90766, 29.20622_77.234, 32.20278_75.8968]"
"131102","haryana","[29.11014_76.94453, 29.1282_76.91532, 29.16455_76.86244, 29.18783_76.87793]"
"131103","haryana","[28.85567_77.04567, 28.86359_77.01174, 28.87926_77.01154, 28.88455_76.99402, 28.88741_77.05288, 28.90751_77.04194, 28.90818_77.06589, 29.1937_77.19187]"
"131301","haryana","[28.99211_77.01841, 29.04025_76.71778, 29.0477_76.67815, 29.06044_76.69773, 29.06044_76.69776, 29.06192_76.73743, 29.07016_76.81684, 29.07391_76.55777, 29.07489_76.78061, 29.0749_76.63619, 29.0811_76.72082, 29.08716_76.58044, 29.09215_76.67481, 29.095_76.80348, 29.09604_76.68914, 29.09655_76.73517, 29.09724_76.635, 29.10799_76.76542, 29.11692_76.64527, 29.1199_76.74034, 29.12497_76.78137, 29.12794_76.72111, 29.13125_76.70197, 29.13125_76.70197, 29.13881_76.68933, 29.16241_76.67849, 29.176_76.70983, 29.25264_76.65937]"
"131302","haryana","[22.87439_73.0827, 26.38355_76.51873, 29.18284_76.56312, 29.18377_76.54085, 29.18706_76.62547, 29.18743_76.58966, 29.19482_76.51201, 29.20016_76.66194, 29.22852_76.50473, 29.2337_76.61281]"
"131304","haryana","[25.85271_83.38657, 29.12614_76.54378, 29.12815_76.50532, 29.14111_76.61206, 29.14182_76.56605, 29.20327_76.58322]"
"131305","haryana","[29.11761_76.83526, 29.13891_76.83481, 29.14759_76.76251, 29.156_76.80156, 29.1626_76.79028]"
"131306","haryana","[29.19709_76.82684, 29.20353_76.75419, 29.20985_76.79054, 29.23413_76.78737, 29.23732_76.73083, 29.26095_76.78898, 29.26122_76.78907]"
"131402","haryana","[19.56887_82.97122, 16.47337_76.89806, 18.1128_79.40745, 23.36666_80.80325, 24.85882_86.2076, 24.99501_86.94637, 25.32281_85.62726, 25.42944_86.67423, 25.43026_86.6731, 25.50333_72.32719, 25.7222_77.63125, 25.83901_83.17282, 25.94403_85.75869, 25.9823_81.57606, 20.51949_86.24517, 20.60534_86.83135, 22.44039_82.64735, 22.57171_81.50341, 22.6466_77.08391, 22.67961_77.69835, 22.05291_83.70316, 22.14996_79.30552, 22.18948_87.96655, 26.20153_80.35146, 26.20569_84.75239, 26.53188_78.2729, 26.57485_84.23895, 26.77005_83.54591, 28.80673_76.94054, 28.80994_76.9059, 28.83331_76.95454, 28.84504_76.96481, 28.84743_76.90121, 28.84884_76.91687, 28.85414_76.87653, 28.86072_76.93648, 28.86857_76.87122, 28.87981_76.91142, 28.88543_76.94997, 28.93595_76.88563, 28.94876_76.86304, 31.24_74.87615, 32.14536_76.44737]"
"131403","haryana","[25.27293_71.89822, 28.9165_77.01158, 28.91786_76.93809, 28.93303_76.97497, 28.95391_76.93655]"
"131408","haryana","[28.90242_76.84967, 28.93533_76.8459, 28.937_76.8061, 28.95986_76.77559, 28.98319_76.81356, 29.00978_76.82795, 29.18954_77.2157]"
"131409","haryana","[28.97889_76.74389, 28.98944_77.02528, 29.00016_76.75443, 29.02081_76.73922, 29.02083_76.73918, 29.03985_76.75526]"
